district,rooms,size,level,max_levels,price,lat,lng
Yakkasaroy,3,101.0,4,9,65000,41.2668342,69.2533368
Mirobod,3,60.0,3,4,40000,41.2759614,69.2953473
Shayhontohur,2,47.0,4,4,36000,41.3255305,69.2550845
Mirobod,3,90.0,4,5,46700,41.2962915,69.2844476
Mirobod,3,85.0,5,9,74000,41.296644,69.275878
Uchtepa,2,50.0,3,4,35000,41.2814223,69.1760005
Uchtepa,2,56.0,6,9,34400,41.2821153,69.1576663
Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
Olmzor,3,145.0,1,4,95000,41.3645355,69.2281531
Chilonzor,1,32.0,1,4,26000,41.2710841,69.1849411
Yakkasaroy,4,198.0,5,8,280000,41.3379184,69.3898602
Yashnobod,3,75.0,6,9,58000,41.3090182,69.2870704
Mirzo Ulugbek,3,77.0,3,5,55000,41.3322873,69.3734238
Olmzor,2,58.0,2,9,37000,41.3589705,69.2177228
Uchtepa,1,18.0,4,4,12300,41.2902787,69.1839655
Mirzo Ulugbek,2,50.0,3,4,33500,41.339688,69.340163
Mirzo Ulugbek,2,50.0,3,5,39000,41.3292204,69.3473509
Mirobod,4,120.0,1,4,135000,41.2910722,69.2769129
Shayhontohur,2,68.0,4,4,70000,41.2834892,69.2665263
Chilonzor,4,76.0,3,4,59000,41.271386,69.1961168
Mirzo Ulugbek,5,110.0,2,4,78800,41.3292204,69.3473509
Sergeli,2,58.0,2,5,34000,41.210633,69.2281531
Yashnobod,1,18.0,3,4,11500,41.2966518,69.3418087
Chilonzor,2,60.0,4,9,47000,41.2459068,69.167754
Mirobod,3,100.0,2,4,75000,41.2991561,69.2785087
Uchtepa,2,40.0,5,5,29000,41.2902787,69.1839655
Shayhontohur,4,130.0,7,7,94000,41.3187145,69.2414123
Olmzor,3,77.36,1,7,64600,41.2994958,69.2400734
Uchtepa,2,48.0,1,4,36500,41.2962523,69.1909015
Mirzo Ulugbek,5,213.0,5,6,220000,41.3209122,69.303727
Yakkasaroy,4,86.0,8,9,52000,41.2818558,69.2552666
Uchtepa,2,51.0,1,4,35500,41.2902787,69.1839655
Olmzor,3,72.0,1,5,45000,41.3569165,69.1962565
Chilonzor,3,58.9,3,4,55000,41.2657122,69.1819609
Yunusobod,2,70.0,2,4,68000,41.3197131,69.2773236
Chilonzor,4,100.0,3,4,56000,41.259418,69.1804708
Mirzo Ulugbek,3,79.0,3,5,75000,41.324026,69.326185
Yashnobod,3,135.0,8,9,99900,41.3133669,69.3235746
Yunusobod,4,177.0,5,5,179000,41.3197131,69.2773236
Mirobod,4,170.0,2,7,259000,41.2910722,69.2769129
Yunusobod,3,110.0,2,9,100000,41.3653679,69.2773236
Yashnobod,5,207.0,5,6,119900,41.3123276,69.3159192
Mirzo Ulugbek,5,208.0,1,5,119900,41.3292204,69.3473509
Chilonzor,3,105.0,5,10,126000,41.3036854,69.2499664
Mirzo Ulugbek,3,121.0,5,10,109000,41.3163152,69.3020656
Mirobod,3,127.0,7,12,135000,41.2758912,69.2937133
Mirzo Ulugbek,1,30.0,2,4,27300,41.3606566,69.3548004
Shayhontohur,3,100.0,7,9,55000,41.3345513,69.167805
Chilonzor,3,70.0,2,4,56000,41.2847707,69.2288981
Chilonzor,3,70.0,2,5,46000,41.259418,69.1804708
Chilonzor,2,54.0,2,5,36500,41.259418,69.1804708
Chilonzor,2,68.0,4,4,38500,41.259418,69.1804708
Chilonzor,2,60.0,4,9,41500,41.259418,69.1804708
Chilonzor,2,50.0,2,5,35500,41.259418,69.1804708
Chilonzor,2,68.0,4,4,38500,41.259418,69.1804708
Chilonzor,1,32.0,2,4,27000,41.2857552,69.2117625
Chilonzor,1,46.0,2,4,30500,41.2807837,69.223683
Chilonzor,1,32.0,2,4,28500,41.2969317,69.2166518
Mirobod,4,166.0,5,9,129500,41.2910722,69.2769129
Chilonzor,1,40.0,4,5,26500,41.259418,69.1804708
Chilonzor,2,45.0,1,4,36500,41.271386,69.1961168
Yunusobod,3,67.0,4,4,40000,41.3776023,69.3041431
Yakkasaroy,2,64.0,1,5,42000,41.2673079,69.2415634
Chilonzor,2,60.0,5,9,45000,41.271386,69.1961168
Yashnobod,2,70.0,2,4,34500,41.286283,69.3235123
Yashnobod,2,70.0,2,4,35000,41.286283,69.3235123
Yashnobod,2,70.0,2,4,45000,41.3255401,69.209936
Yakkasaroy,4,167.0,4,7,370000,41.2789896,69.2616233
Yashnobod,5,321.0,1,1,48000,41.2960584,69.3160808
Mirzo Ulugbek,2,65.0,6,9,55000,41.3222503,69.3122292
Yunusobod,1,32.0,1,4,23000,41.3776023,69.3041431
Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
Chilonzor,2,42.0,3,4,36000,41.2855934,69.223683
Chilonzor,2,57.0,4,4,37500,41.2857552,69.2117625
Yakkasaroy,1,38.0,2,5,26700,41.2673079,69.2415634
Chilonzor,3,67.0,5,5,35000,41.2729489,69.1916465
Uchtepa,3,73.0,5,5,38500,41.2978921,69.1804708
Mirobod,3,110.0,7,9,70000,41.3093806,69.2675864
Uchtepa,3,72.0,4,9,43500,41.2814223,69.1760005
Chilonzor,3,67.0,3,4,57000,41.271386,69.1961168
Olmzor,3,70.0,3,4,48000,41.2807837,69.223683
Mirzo Ulugbek,1,41.0,3,4,31000,41.3238119,69.3398726
Mirzo Ulugbek,2,60.0,5,9,42000,41.3245987,69.3217229
Mirzo Ulugbek,2,42.0,5,5,31000,41.3104865,69.2922234
Chilonzor,3,70.0,3,4,65000,41.3068527,69.2534409
Chilonzor,3,100.0,3,9,79000,41.2916859,69.2177228
Chilonzor,2,54.0,3,4,36500,41.2916859,69.2177228
Chilonzor,3,62.0,4,4,42500,41.2807837,69.223683
Chilonzor,2,43.0,4,4,35000,41.2807837,69.223683
Chilonzor,2,50.0,5,5,42000,41.2847707,69.2288981
Chilonzor,2,58.0,4,9,47000,41.2916859,69.2177228
Chilonzor,2,52.0,5,5,45000,41.2885649,69.2290098
Sergeli,4,95.0,5,9,46500,41.2221938,69.2138028
Chilonzor,4,84.0,3,4,62000,41.259418,69.1804708
Chilonzor,1,25.0,3,9,21500,41.259418,69.1804708
Chilonzor,4,100.0,5,9,56000,41.260048,69.162198
Uchtepa,2,50.0,3,5,36000,41.2978921,69.1804708
Uchtepa,2,50.0,4,4,38000,41.2978921,69.1804708
Chilonzor,2,48.0,1,4,36500,41.262065,69.2072923
Chilonzor,2,67.0,1,9,48000,41.256626,69.155375
Uchtepa,3,72.0,5,9,38000,41.2978921,69.1804708
Uchtepa,3,79.0,3,4,50000,41.2978921,69.1804708
Uchtepa,2,40.0,1,4,33000,41.2978921,69.1804708
Uchtepa,3,80.0,12,12,40000,41.2978921,69.1804708
Chilonzor,3,60.0,1,5,53500,41.262123,69.1647666
Mirzo Ulugbek,4,187.0,2,5,210000,41.3104865,69.2922234
Mirobod,4,112.0,4,9,87000,41.295316,69.275364
Yunusobod,1,50.0,7,9,37400,41.3298867,69.2803036
Chilonzor,2,52.0,3,4,42500,41.2825142,69.2248552
Yunusobod,4,100.0,4,4,72500,41.3245206,69.2773236
Mirobod,3,61.0,4,4,60000,41.2855152,69.2761613
Yangihayot,3,56.0,5,7,41000,41.210633,69.2281531
Mirzo Ulugbek,1,47.0,2,9,42000,41.3209122,69.303727
Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
Yunusobod,3,72.0,3,4,68000,41.3298867,69.2803036
Yakkasaroy,1,33.0,4,5,32000,41.2638329,69.2254764
Uchtepa,5,27.7,1,1,85000,41.2978921,69.1804708
Olmzor,4,80.0,2,4,47000,41.3597078,69.2094809
Shayhontohur,3,83.0,3,9,44500,41.3397875,69.1704754
Mirzo Ulugbek,2,57.85,2,7,38600,41.3466485,69.3328133
Yunusobod,4,83.0,3,5,55500,41.3825869,69.3019081
Chilonzor,5,190.0,1,9,150000,41.3067057,69.244895
Mirzo Ulugbek,3,64.0,3,5,47000,41.3475495,69.3875774
Mirzo Ulugbek,2,55.0,2,4,35000,41.3427418,69.3875774
Sergeli,3,78.0,8,9,42000,41.210633,69.2281531
Mirzo Ulugbek,2,60.0,3,5,38000,41.319567,69.3246635
Yunusobod,3,90.18,4,5,46500,41.3693331,69.3101022
Yunusobod,3,70.0,3,4,47000,41.3776023,69.3041431
Chilonzor,2,42.0,1,3,35000,41.2807837,69.223683
Uchtepa,1,26.4,1,4,18500,41.2937955,69.1730881
Mirobod,2,54.0,2,4,65000,41.3051824,69.2638823
Mirobod,4,98.0,5,9,106000,41.2968147,69.268476
Chilonzor,2,48.0,2,4,35500,41.271386,69.1961168
Yakkasaroy,2,78.0,4,8,100000,41.2911414,69.2601933
Chilonzor,2,57.0,8,9,35000,41.274633,69.200587
Yakkasaroy,4,135.0,5,6,70000,41.2911414,69.2601933
Shayhontohur,4,172.0,2,4,150000,41.3268984,69.1952565
Mirobod,2,54.0,3,4,39900,41.2475877,69.3160626
Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
Shayhontohur,3,82.0,2,8,115000,41.3289182,69.2527386
Olmzor,3,125.0,1,8,115000,41.3333453,69.2475235
Yunusobod,2,57.0,6,9,68000,41.3131267,69.2708313
Mirobod,2,60.0,4,9,79000,41.2983828,69.2730715
Mirobod,2,56.0,4,4,60000,41.3086111,69.2691667
Mirobod,2,112.0,9,9,90000,41.3086111,69.2691667
Mirobod,3,68.0,9,9,90000,41.2983828,69.2730715
Chilonzor,2,55.0,1,4,31500,41.259418,69.1804708
Mirobod,3,105.0,1,5,90000,41.2962915,69.2844476
Mirobod,4,232.0,7,12,340000,41.2758912,69.2937133
Yunusobod,2,45.0,2,5,39500,41.3665268,69.3104029
Yakkasaroy,3,91.0,6,8,135000,41.3379184,69.3898602
Shayhontohur,4,200.0,5,9,150000,41.336424,69.225679
Mirzo Ulugbek,4,124.0,1,10,155000,41.3200874,69.3013967
Yunusobod,1,38.0,4,5,25500,41.374408,69.2771853
Yakkasaroy,1,38.0,2,5,26700,41.2673079,69.2415634
Chilonzor,2,50.0,1,4,38000,41.2950648,69.2074731
Mirobod,2,65.0,3,9,54000,41.2910722,69.2769129
Yunusobod,3,80.0,3,7,72000,41.3653679,69.2773236
Yashnobod,2,65.0,4,9,55000,41.3146381,69.3228615
Mirobod,3,75.0,2,4,74000,41.2983828,69.2730715
Yakkasaroy,2,40.0,1,4,37000,41.2865169,69.240584
Uchtepa,4,100.0,1,4,57700,41.2814223,69.1760005
Mirobod,3,90.0,7,9,77000,41.2890324,69.2729933
Yunusobod,3,100.0,4,8,88000,41.3273897,69.2834991
Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
Mirobod,4,120.0,5,9,145000,41.2991561,69.2785087
Yakkasaroy,4,200.0,4,8,250000,41.2638329,69.2254764
Yunusobod,3,65.0,3,4,76000,41.3298867,69.2803036
Mirzo Ulugbek,2,59.0,4,8,42000,41.3133669,69.3235746
Yakkasaroy,2,64.0,1,5,42000,41.2673079,69.2415634
Chilonzor,4,105.0,6,9,60000,41.271386,69.1961168
Chilonzor,3,78.0,7,9,55000,41.271386,69.1961168
Yakkasaroy,4,100.0,6,9,70000,41.2697288,69.2512486
Chilonzor,3,78.0,5,9,50000,41.271386,69.1961168
Chilonzor,2,80.0,8,8,48000,41.259418,69.1804708
Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
Yakkasaroy,2,51.0,1,5,57000,41.3050864,69.260746
Yakkasaroy,3,75.0,3,9,53500,41.2818558,69.2552666
Yakkasaroy,1,39.0,1,5,27500,41.2697288,69.2512486
Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
Yunusobod,4,90.0,4,5,56000,41.3709551,69.307123
Yakkasaroy,1,39.0,2,5,26700,41.2673079,69.2415634
Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
Uchtepa,3,72.0,3,9,45500,41.2978921,69.1804708
Yakkasaroy,2,98.0,6,9,160000,41.2758912,69.2937133
Mirzo Ulugbek,3,78.0,5,5,38000,41.3380839,69.3789461
Yunusobod,2,60.0,2,4,75000,41.3298867,69.2803036
Chilonzor,2,50.0,2,4,36000,41.2807837,69.223683
Yunusobod,1,38.0,4,4,26500,41.3683947,69.2646587
Yunusobod,1,38.0,4,4,26500,41.3683947,69.2646587
Yashnobod,3,62.0,6,7,58000,41.3090182,69.2870704
Bektemir,3,71.2,6,9,27500,41.294871,69.2708495
Yunusobod,2,65.0,4,4,38000,41.3273237,69.2320856
Mirobod,2,65.0,4,9,79000,41.2983828,69.2730715
Yakkasaroy,2,56.0,4,8,36000,41.2638329,69.2254764
Sergeli,2,70.0,4,9,29500,41.210633,69.2281531
Mirzo Ulugbek,2,50.0,3,4,33000,41.3593333,69.387902
Olmzor,3,69.46,1,4,39000,41.2847707,69.2288981
Sergeli,5,120.0,6,9,105000,41.210633,69.2281531
Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
Yashnobod,3,83.0,2,6,38663,41.286283,69.3235123
Mirzo Ulugbek,3,125.0,9,25,193000,41.3196379,69.3200203
Mirzo Ulugbek,2,90.0,9,25,135500,41.3196379,69.3200203
Chilonzor,3,65.0,3,4,37000,41.2881302,69.1880751
Olmzor,4,215.0,10,25,330000,41.3461242,69.2037311
Mirobod,4,95.0,6,9,70000,41.2910722,69.2769129
Uchtepa,2,52.0,3,4,37000,41.2729489,69.1916465
Chilonzor,2,48.0,3,4,33500,41.2894422,69.2058023
Mirobod,1,33.0,2,5,30000,41.2758912,69.2937133
Chilonzor,2,52.0,2,5,37500,41.2857552,69.2117625
Mirobod,3,85.0,1,9,85000,41.2846588,69.2743143
Olmzor,3,82.0,3,9,48000,41.3495849,69.214141
Uchtepa,2,52.0,3,4,40000,41.2729489,69.1916465
Yakkasaroy,2,45.0,1,4,40000,41.2952816,69.2469102
Chilonzor,2,57.0,4,4,37500,41.2857552,69.2117625
Chilonzor,2,50.0,2,5,37500,41.2798237,69.2058023
Chilonzor,2,50.0,1,5,36000,41.259418,69.1804708
Chilonzor,1,42.0,2,5,29500,41.2978921,69.1804708
Chilonzor,1,34.0,3,4,28500,41.2914153,69.223963
Chilonzor,1,42.0,4,5,25500,41.2771751,69.1789807
Uchtepa,2,54.0,3,4,37500,41.2729489,69.1916465
Chilonzor,2,53.0,2,4,34000,41.2657122,69.1819609
Yakkasaroy,1,38.0,2,5,26700,41.2673079,69.2415634
Yashnobod,1,39.0,5,5,23500,41.3017691,69.2441976
Yashnobod,3,69.0,5,5,50000,41.286283,69.3235123
Uchtepa,2,48.0,1,4,37000,41.281265,69.1879213
Yakkasaroy,2,60.0,4,4,75000,41.2765672,69.2460335
Olmzor,2,56.0,2,4,36000,41.3621443,69.1931366
Yashnobod,2,50.0,1,3,28000,41.3701094,69.2660649
Uchtepa,2,48.0,3,4,38000,41.2770171,69.1909015
Uchtepa,1,26.0,1,4,19000,41.2879715,69.1692951
Mirzo Ulugbek,3,70.0,9,9,48000,41.3292204,69.3473509
Yashnobod,1,20.0,2,4,15500,41.286283,69.3235123
Chilonzor,2,52.0,1,4,49000,41.2901628,69.1968618
Yashnobod,3,70.0,9,9,35900,41.286283,69.3235123
Yunusobod,2,55.0,1,2,26500,41.3298867,69.2803036
Chilonzor,1,28.0,2,2,21500,41.2552519,69.2061177
Chilonzor,2,45.0,1,4,42000,41.2894422,69.2058023
Yunusobod,2,54.0,1,4,38500,41.3700057,69.2892434
Yakkasaroy,2,60.0,1,4,56000,41.2911414,69.2601933
Yashnobod,4,107.0,9,12,62000,41.3146381,69.3228615
Yunusobod,2,65.0,2,4,38500,41.3700057,69.2892434
Chilonzor,2,45.0,3,4,37500,41.2857552,69.2117625
Yunusobod,2,56.0,3,4,39000,41.3692799,69.2981832
Yunusobod,2,55.0,1,9,41000,41.3700057,69.2892434
Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
Mirzo Ulugbek,3,85.0,4,4,88000,41.3104865,69.2922234
Yunusobod,2,58.0,2,4,41000,41.3683947,69.2646587
Chilonzor,2,48.0,1,4,40000,41.2916859,69.2177228
Uchtepa,3,68.0,2,4,40000,41.2879715,69.1692951
Yunusobod,3,70.0,3,4,75000,41.3298867,69.2803036
Yunusobod,2,65.0,5,9,42000,41.3653679,69.2773236
Chilonzor,2,50.0,2,4,36500,41.2807837,69.223683
Yunusobod,2,60.0,3,5,44000,41.3709551,69.307123
Shayhontohur,3,110.0,3,7,105000,41.3365221,69.2824454
Shayhontohur,4,100.0,1,9,77501,41.3141622,69.2368973
Yunusobod,2,50.0,4,4,33000,41.3700057,69.2892434
Yunusobod,2,58.0,2,5,35000,41.3804352,69.2840285
Chilonzor,2,48.0,3,4,42000,41.3068527,69.2534409
Chilonzor,4,72.0,2,4,67000,41.2798237,69.2058023
Yunusobod,2,83.0,1,9,63000,41.3747222,69.26049
Mirzo Ulugbek,4,141.0,3,9,93000,41.3466485,69.3328133
Uchtepa,4,80.0,5,5,57000,41.2814223,69.1760005
Mirobod,3,160.0,4,9,198000,41.2983828,69.2730715
Yakkasaroy,3,92.0,12,16,50000,41.2765672,69.2460335
Sergeli,3,57.0,5,7,45500,41.210633,69.2281531
Sergeli,4,140.0,5,5,45000,41.210633,69.2281531
Yunusobod,3,86.0,4,4,48000,41.3776023,69.3041431
Yakkasaroy,2,60.0,3,4,55000,41.296195,69.262388
Yakkasaroy,3,84.0,4,4,55000,41.2911414,69.2601933
Mirobod,4,175.0,7,12,125000,41.2910722,69.2769129
Yunusobod,3,72.0,1,4,68000,41.3444467,69.3085324
Uchtepa,2,72.0,5,12,40000,41.2978921,69.1804708
Mirobod,2,55.0,1,4,35000,41.2509119,69.304888
Mirzo Ulugbek,2,60.0,1,9,58000,41.3224313,69.3135716
Yakkasaroy,3,290.0,1,5,270000,41.2876117,69.2454228
Yakkasaroy,3,93.0,5,8,98000,41.2885649,69.2290098
Yashnobod,1,36.0,1,9,22000,41.2987036,69.3577802
Yunusobod,3,105.0,1,6,107000,41.369675,69.293694
Sergeli,4,104.0,2,9,68000,41.246917,69.2899884
Mirobod,3,85.0,7,9,64000,41.2991561,69.2785087
Mirzo Ulugbek,2,38.0,4,5,33000,41.3392308,69.3389519
Yunusobod,1,38.0,3,4,42000,41.325724,69.2942285
Shayhontohur,2,65.0,3,4,56500,41.3267124,69.2601886
Mirobod,4,200.0,4,5,125000,41.3466485,69.3328133
Shayhontohur,1,70.0,6,7,57500,41.3221852,69.2616787
Mirzo Ulugbek,2,52.0,2,4,31000,41.3604641,69.3673417
Yashnobod,3,66.0,3,4,39500,41.3025378,69.3139762
Yunusobod,1,21.0,4,4,12500,41.3604714,69.2944545
Mirobod,2,65.0,1,2,29000,41.2913335,69.2946599
Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
Mirzo Ulugbek,2,82.0,4,6,125000,41.3163152,69.3020656
Olmzor,3,80.0,3,4,46000,41.363075,69.2363483
Olmzor,2,60.0,4,5,33000,41.363075,69.2363483
Chilonzor,1,36.0,1,4,22500,41.2924208,69.1737654
Mirzo Ulugbek,1,34.0,3,3,20000,41.3380839,69.3789461
Chilonzor,2,56.0,2,4,33000,41.2924208,69.1737654
Yunusobod,4,83.0,5,5,55000,41.3777696,69.2922234
Shayhontohur,3,67.0,1,5,47000,41.3397875,69.1704754
Shayhontohur,2,31.0,3,3,40000,41.3221852,69.2616787
Olmzor,3,73.8,5,5,45000,41.2994958,69.2400734
Shayhontohur,2,58.0,5,12,37000,41.3115769,69.2233103
Yunusobod,2,50.0,3,4,31500,41.3716355,69.2691287
Yunusobod,3,76.0,4,9,60000,41.3700057,69.2892434
Yunusobod,2,54.0,3,4,31000,41.3716355,69.2691287
Mirobod,2,36.0,1,2,24500,41.2850116,69.2836951
Yashnobod,5,112.0,3,9,88000,41.286283,69.3235123
Chilonzor,3,60.0,3,4,40000,41.2770171,69.1909015
Mirzo Ulugbek,2,46.0,3,5,35000,41.327222,69.335535
Mirzo Ulugbek,1,17.0,3,4,17500,41.339688,69.340163
Yakkasaroy,2,45.0,1,4,40000,41.2865169,69.240584
Mirobod,3,110.0,2,7,165000,41.2963881,69.276825
Uchtepa,1,26.0,1,4,19000,41.2879715,69.1692951
Shayhontohur,3,96.0,4,5,87000,41.3451812,69.1700401
Yunusobod,3,78.0,7,9,55000,41.3700057,69.2892434
Yunusobod,1,45.0,4,5,27000,41.3804352,69.2840285
Yashnobod,2,55.0,2,5,30800,41.2940271,69.3401778
Mirobod,3,75.0,3,4,75000,41.2910722,69.2769129
Mirzo Ulugbek,1,30.0,5,5,20500,41.3531944,69.3519255
Mirzo Ulugbek,3,75.0,1,5,56000,41.3318205,69.3644846
Chilonzor,3,70.0,5,9,51500,41.2710539,69.2101886
Mirzo Ulugbek,1,35.0,3,4,23000,41.34507,69.3453112
Mirzo Ulugbek,3,55.0,4,4,65000,41.314662,69.293391
Uchtepa,2,40.0,4,4,31000,41.2855233,69.1897839
Mirzo Ulugbek,2,60.0,5,9,40000,41.3292204,69.3473509
Yashnobod,2,60.0,5,9,48000,41.3146381,69.3228615
Chilonzor,3,78.0,7,9,55000,41.271386,69.1961168
Chilonzor,4,125.0,6,9,250000,41.2855934,69.223683
Yunusobod,3,85.0,1,9,82000,41.363177,69.2944583
Mirzo Ulugbek,2,52.0,2,5,33000,41.354643,69.363559
Yunusobod,3,96.0,4,9,88000,41.3197131,69.2773236
Shayhontohur,2,65.0,3,4,36000,41.3275402,69.2102725
Mirobod,3,100.0,7,9,78000,41.2920483,69.2795931
Mirobod,4,110.0,5,8,145000,41.296644,69.275878
Olmzor,2,56.0,2,5,38000,41.3416105,69.2058488
Yashnobod,3,105.0,2,8,65500,41.2805371,69.2127759
Mirzo Ulugbek,2,43.9,1,4,53000,41.322142,69.303611
Mirzo Ulugbek,2,50.0,1,4,30299,41.3606566,69.3548004
Uchtepa,4,78.0,4,4,52000,41.287777,69.1654767
Uchtepa,2,48.0,1,4,34800,41.2924208,69.1737654
Shayhontohur,2,57.0,2,9,40000,41.3187089,69.2303882
Yunusobod,3,89.0,7,9,56000,41.3587493,69.2996732
Shayhontohur,2,60.0,9,9,36000,41.3348171,69.2637958
Mirzo Ulugbek,2,38.0,5,5,27500,41.319567,69.3246635
Yunusobod,3,72.0,7,9,46000,41.2585846,69.3525647
Mirzo Ulugbek,2,51.0,4,4,33500,41.3606566,69.3548004
Shayhontohur,3,70.0,2,9,44000,41.3240339,69.2238884
Mirzo Ulugbek,3,80.0,3,4,125000,41.3104865,69.2922234
Yashnobod,3,164.0,6,6,299000,41.3052221,69.2898134
Yakkasaroy,2,53.0,5,8,43000,41.2818558,69.2552666
Yakkasaroy,5,182.0,7,8,160000,41.2911414,69.2601933
Shayhontohur,3,78.0,3,4,61000,41.3242925,69.2505036
Yunusobod,3,70.0,4,4,54000,41.3707855,69.3190425
Chilonzor,3,120.0,2,8,160000,41.2894304,69.2283298
Yakkasaroy,4,250.0,4,8,250000,41.2854202,69.2631768
Olmzor,1,41.0,4,4,23000,41.2847707,69.2288981
Mirobod,3,75.0,8,9,65000,41.2758912,69.2937133
Yunusobod,2,62.0,7,9,43000,41.3653679,69.2773236
Yunusobod,2,55.0,1,9,41000,41.3700057,69.2892434
Yakkasaroy,1,38.0,5,5,30500,41.2673079,69.2415634
Yashnobod,2,46.0,5,8,31000,41.3146381,69.3228615
Mirzo Ulugbek,5,150.0,1,2,97000,41.3129503,69.3366373
Mirobod,5,120.0,7,9,110000,41.2910722,69.2769129
Yakkasaroy,2,82.0,4,8,75500,41.2911414,69.2601933
Mirobod,4,183.0,5,7,300000,41.2991133,69.2877728
Shayhontohur,3,78.0,8,12,45000,41.3162377,69.2312263
Yunusobod,3,100.0,1,4,68000,41.3587493,69.2996732
Mirobod,1,43.0,5,16,36000,41.2910722,69.2769129
Uchtepa,3,68.0,4,5,42800,41.2771751,69.1789807
Mirzo Ulugbek,1,25.3,3,4,14500,41.3531944,69.3519255
Mirzo Ulugbek,2,35.0,5,5,32000,41.319567,69.3246635
Yashnobod,2,56.0,2,2,32500,41.2922516,69.3419071
Olmzor,4,90.0,3,4,48000,41.3621443,69.1931366
Mirzo Ulugbek,3,72.0,4,5,67000,41.322142,69.303611
Mirobod,2,62.0,9,9,46000,41.2910722,69.2769129
Uchtepa,2,60.0,3,5,33500,41.3178861,69.1566894
Yunusobod,2,54.0,1,4,38500,41.3700057,69.2892434
Yunusobod,2,54.0,2,4,36000,41.3716355,69.2691287
Mirzo Ulugbek,2,54.0,5,5,50000,41.3275712,69.3048756
Yunusobod,2,57.0,9,9,36000,41.3707855,69.3190425
Olmzor,5,125.0,6,9,110000,41.3464064,69.2637523
Yakkasaroy,3,80.0,4,5,56000,41.2673079,69.2415634
Shayhontohur,3,75.0,8,9,53000,41.3057929,69.2365238
Olmzor,3,75.0,6,9,54000,41.3333453,69.2475235
Yunusobod,3,77.0,2,5,50000,41.3750315,69.3160626
Yunusobod,2,55.0,4,4,34000,41.3700057,69.2892434
Yunusobod,4,90.0,9,9,45000,41.374408,69.2771853
Olmzor,2,58.0,5,9,29500,41.2807837,69.223683
Chilonzor,3,60.0,1,4,42000,41.2847707,69.2288981
Shayhontohur,3,90.0,12,12,37000,41.3141622,69.2368973
Mirzo Ulugbek,3,79.0,3,4,54000,41.3375577,69.3726789
Yakkasaroy,2,64.0,1,5,42000,41.2673079,69.2415634
Yunusobod,2,50.0,3,4,37500,41.3692799,69.2981832
Mirobod,4,90.0,2,4,95000,41.3041021,69.2704038
Olmzor,3,70.0,2,4,41000,41.3661134,69.2328752
Mirzo Ulugbek,5,136.0,2,8,129900,41.3239567,69.2232092
Yashnobod,2,54.0,7,9,34000,41.2896055,69.3434849
Sergeli,2,57.0,2,9,18000,41.246917,69.2899884
Uchtepa,3,80.0,4,4,50000,41.2797359,69.1670599
Mirzo Ulugbek,4,95.0,9,9,51000,41.3129727,69.3438785
Yakkasaroy,5,115.0,4,5,75000,41.2673079,69.2415634
Shayhontohur,2,60.0,6,12,35000,41.3162377,69.2312263
Yunusobod,4,82.0,1,4,55000,41.3716355,69.2691287
Yashnobod,1,40.0,2,5,19500,41.2535107,69.3437258
Yunusobod,3,71.0,2,4,75000,41.3245206,69.2773236
Mirobod,2,56.0,2,4,42000,41.2910722,69.2769129
Chilonzor,3,68.0,3,4,42000,41.2950648,69.2074731
Mirobod,2,58.0,2,9,56500,41.3029081,69.279218
Yashnobod,3,71.0,2,4,45000,41.286283,69.3235123
Mirzo Ulugbek,4,92.0,3,5,45000,41.3475495,69.3875774
Olmzor,3,82.0,3,9,46000,41.3495849,69.214141
Yunusobod,3,135.0,3,7,200000,41.3454697,69.2865609
Mirobod,4,148.0,8,9,230000,41.2901355,69.2447233
Mirobod,3,110.0,6,8,330000,41.2983828,69.2730715
Mirzo Ulugbek,5,191.0,8,9,139900,41.3292204,69.3473509
Shayhontohur,2,78.0,1,8,114900,41.3289182,69.2527386
Yashnobod,3,80.0,5,7,104900,41.3146381,69.3228615
Mirobod,3,75.0,2,10,125000,41.2907835,69.2361597
Mirobod,3,105.0,1,5,92000,41.3466485,69.3328133
Yakkasaroy,3,115.0,3,7,230000,41.2979414,69.2590749
Yunusobod,1,65.0,8,9,43000,41.3298867,69.2803036
Yunusobod,3,131.4,2,7,250000,41.3188889,69.2844444
Olmzor,3,79.86,4,8,68000,41.3399988,69.2315918
Mirzo Ulugbek,3,75.0,3,4,69000,41.3200874,69.3013967
Mirzo Ulugbek,3,71.0,2,9,52000,41.3375577,69.3726789
Uchtepa,2,84.0,3,7,68000,41.2729489,69.1916465
Sergeli,5,120.0,6,9,113500,41.2202309,69.2251673
Mirzo Ulugbek,2,65.0,2,4,40000,41.339688,69.340163
Mirobod,3,80.0,2,4,83500,41.2758912,69.2937133
